act_id,category,tarl_level,audience,function_reminder,max_words,text_draft,matrix_language,switch_points,register_note,verdict,corrected_text
closing-thank-you-001,closing,any,child,"Thank the child for their effort today, warmly and briefly.",10,"Ẹ jẹ́ kí a dúpẹ́! O ṣe dára gan-an lónìí, well done!",Yoruba,"Ẹ jẹ́ kí a dúpẹ́! O ṣe dára gan-an lónìí, [[well done]]!","Keep the tone celebratory and heartfelt, like a proud teacher giving a warm send-off to a young child after a good lesson.",,
closing-see-you-next-time-001,closing,any,child,Tell the child when or how they'll practice again.,12,Ó dàárọ̀! A ó padà wá ṣe àdáwọlé wa lọ́jọ́ tó ń bọ̀. Ó dára!,Yoruba,Ó dàárọ̀! A ó padà wá ṣe àdáwọlé wa lọ́jọ́ tó ń bọ̀. [[Ó dára!]],Keep the farewell bright and reassuring so the child looks forward to the next session rather than feeling the lesson is simply over.,,
repair-no-audio-001,repair,any,child,Nothing was heard. Ask the child to try again.,8,"Hmm,미 mi ò gbọ́ ọ̀. Jọ̀wọ́ sọ lẹ́ẹ̀kan sí i!",Yoruba,"Hmm, mi ò gbọ́ ọ̀. Jọ̀wọ́ sọ lẹ́ẹ̀kan sí i!","Warm and encouraging, reassuring the child there is no wrong answer — just try speaking again.",,
repair-too-quiet-001,repair,any,child,Audio was too quiet. Ask the child to speak a little louder.,8,"Ẹ sọ lẹ́ẹ̀kan síi, sọ̀rọ̀ díẹ̀ louder!",Yoruba,"Ẹ sọ lẹ́ẹ̀kan síi, sọ̀rọ̀ díẹ̀ [[louder]]!","Warm and encouraging, gently nudging the child to raise their voice without sounding scolding.",,
repair-background-noise-001,repair,any,child,Too much background noise. Ask the child to move somewhere quieter or closer to the phone.,10,"Ẹ jọ̀ọ́, wá sún mọ́ fóònù, ariwo púpọ̀ wà!",Yoruba,"Ẹ jọ̀ọ́, wá sún mọ́ [[fóònù]], ariwo púpọ̀ wà!","Warm and gently urgent, like a friendly nudge from a familiar adult, keeping the child at ease.",,
repair-unclear-answer-001,repair,any,child,The answer was unclear. Ask the child to say it again.,8,"Ẹ jọ̀ọ́, sọ ìdáhùn rẹ mọ́ again.",Yoruba,"Ẹ jọ̀ọ́, sọ ìdáhùn rẹ mọ́ [[again]].","Warm and gentle, inviting the child to simply repeat without any sense of failure or pressure.",,
repair-talked-over-001,repair,any,child,The child spoke while the agent was still talking. Ask them to wait for the agent to finish before answering.,8,"Dúró díẹ̀, jẹ́ kí n parí àsọ mi!",Yoruba,"Dúró díẹ̀, jẹ́ kí n parí àsọ mi!","Gently firm but warm, like a patient older sibling reminding a young child to take turns speaking.",,
repair-confirm-low-confidence-001,repair,any,child,"Read a low-confidence answer back to the child to confirm it, instead of asking them to redo it.",12,"Ṣé o sọ pé ""cat""? Ìyẹn ni ohun tó gbọ́ dáadáa.",Yoruba,"Ṣé o sọ pé [[""cat""]]? Ìyẹn ni ohun tó gbọ́ dáadáa.","Warm and gently checking, not correcting — uses a soft yes/no question to echo what was heard without making the child feel wrong.",,
escalate-call-facilitator-001,escalation,any,facilitator,Alert the facilitator that repeated repair attempts have failed and their attention is needed now.,8,"Ẹ wọlé, ìgbìyànjú mẹ́ta ti kùnlẹ̀ lórí item yìí.",Yoruba,"Ẹ wọlé, ìgbìyànjú mẹ́ta ti kùnlẹ̀ lórí [[item]] yìí.","Neutral and direct adult-to-adult operational tone, conveying urgency without alarm.",,
escalate-technical-fault-001,escalation,any,facilitator,"Report a technical fault to the facilitator in plain, factual terms.",12,Ìṣòro ẹ̀rọ wà. Session kò lè tẹ̀síwájú báyìí.,Yoruba,Ìṣòro ẹ̀rọ wà. [[Session]] kò lè tẹ̀síwájú báyìí.,"Neutral and factual, adult-to-adult operational register with no hedging or child-directed warmth.",,
escalate-distress-handover-001,escalation,any,child,Gently acknowledge that the child seems upset and say help is coming right away -- never try to continue the session first.,10,"Ó dára, màá bínú. Ẹni tó lè ràn ọ́ lọ́wọ́ ń bọ̀ ní báyìí.",Yoruba,"Ó dára, màá bínú. Ẹni tó lè ràn ọ́ lọ́wọ́ ń bọ̀ ní báyìí.","Soft and immediately reassuring, using simple Yoruba a young child knows instinctively, with no English switch needed here as the comfort words are most natural and warm in Yoruba alone.",,
escalate-helper-coming-001,escalation,any,child,"Tell the child, simply and reassuringly, that a person is coming to help them now.",8,"Dúró, ènìyàn kan wá láti ràn ọ́ lọ́wọ́ now.",Yoruba,"Dúró, ènìyàn kan wá láti ràn ọ́ lọ́wọ́ [[now]].","Warm and calm reassurance aimed at a young child in a mildly stressful moment, keeping the language simple and soothing.",,
facilitator-confirm-level-001,facilitator,any,facilitator,Ask the facilitator to confirm the assigned reading level before it takes effect.,12,Jẹ́ kí a jẹrìí: a ti yàn ipele reading level kẹta. Ẹ fọwọ́ sí i?,Yoruba,Jẹ́ kí a jẹrìí: a ti yàn ipele [[reading level]] kẹta. Ẹ fọwọ́ sí i?,"Neutral and procedural, addressed to an adult facilitator seeking a binary confirmation before a system action is recorded.",,
facilitator-session-summary-001,facilitator,any,facilitator,Report a brief factual summary of the session's results to the facilitator.,16,"Ìjókòó yìí ti parí. Ọmọ náà pari ìdánwò mẹ́ta, ó ṣẹṣẹ kọ ọrọ mẹ́rin tuntun, score rẹ̀ jẹ́ ìdajì.",Yoruba,"Ìjókòó yìí ti parí. Ọmọ náà pari ìdánwò mẹ́ta, ó ṣẹṣẹ kọ ọrọ mẹ́rin tuntun, [[score]] rẹ̀ jẹ́ ìdajì.","Neutral and factual, adult-to-adult operational tone with no celebratory framing.",,
facilitator-start-next-child-001,facilitator,any,facilitator,Prompt the facilitator to begin the next child's session.,10,Ìpele yìí ti parí. Mú ọmọ tó kàn wá síbí.,Yoruba,Ìpele yìí ti parí. Mú ọmọ tó kàn wá síbí.,"Neutral and direct operational instruction addressed to the adult facilitator, with no child-directed warmth or enthusiasm.",,
facilitator-sync-warning-001,facilitator,any,facilitator,Warn the facilitator that this session's recordings have not yet synced to the server.,12,"Ìgbàndè, àwọn gbàsilẹ̀ ìpínlẹ̀ yìí kò tíì sync sí server.",Yoruba,"Ìgbàndè, àwọn gbàsilẹ̀ ìpínlẹ̀ yìí kò tíì [[sync]] sí [[server]].","Neutral and factual, adult-to-adult operational tone with no warmth framing.",,
