item_id,tarl_level,item_type,text,difficulty_rank,selection_rationale,source,reviewed_by,review_status,notes
sw-w-002,word,word,baba,2,"Same reasoning as 'mama': first-acquired kinship term, two open CV syllables. (father).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-003,word,word,dada,3,"High-frequency kinship term for a child with siblings, two open CV syllables, no cluster. (older/younger sister).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-004,word,word,kaka,4,"High-frequency kinship term, two open CV syllables, pairs naturally with 'dada' for item balance. (older/younger brother).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-005,word,word,maji,5,"Concrete, universally familiar to a 6-8 year old (drinking, washing, rain); two syllables, no cluster. (water).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-006,word,word,moto,6,Concrete household/kitchen-safety word every child knows; two open syllables. (fire).,Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-007,word,word,meza,7,"Common household furniture word, two syllables, no consonant cluster. (table).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-008,word,word,paka,8,Common domestic animal a child in most Swahili-speaking households or neighbourhoods will have seen; two open syllables. (cat).,Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-009,word,word,soko,9,High-frequency word for a place children are taken to regularly; two open syllables. (market).,Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-010,word,word,duka,10,"High-frequency everyday word for a small local shop; two open syllables, common in both urban and rural contexts. (shop).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-011,word,word,embe,11,"Concrete, commonly eaten fruit across the Swahili-speaking region; two syllables, no cluster. (mango).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-012,word,word,ndizi,12,"Concrete, very common fruit; introduces a simple nasal-consonant cluster (nd-), one step up from pure open syllables. (banana).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-013,word,word,nyumba,13,"One of the most universally familiar concrete nouns for a child; introduces the ny- and -mb- clusters, appropriate as an early step-up word. (house).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-014,word,word,jiko,14,"Everyday household word, two syllables, no cluster. (kitchen / stove).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-015,word,word,mlango,15,"Familiar household object; introduces the syllabic m- prefix, a step up in complexity from pure CV words. (door).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-016,word,word,gari,16,"Very common concrete noun even in areas with little private car ownership, due to matatus/buses; two syllables, no cluster. (car).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-017,word,word,nguo,17,Everyday familiar word; introduces the ngu- cluster. (clothes).,Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-018,word,word,kiatu,18,"Everyday familiar word for something the child wears daily; three syllables, no consonant cluster within syllables. (shoe).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-019,word,word,shule,19,"Directly relevant to the assessment context itself (the child is in a school/tutoring setting); two syllables, 'sh' digraph. (school).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-020,word,word,mtoto,20,Extremely high-frequency word (used to refer to the child themself and siblings); syllabic m- prefix plus two further open syllables. (child).,Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-021,word,word,kitabu,21,"Directly relevant to a reading assessment context; three syllables, no cluster. (book).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-022,word,word,sahani,22,"Common household mealtime word; three syllables, no cluster. (plate).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-023,word,word,kalamu,23,"Directly relevant to a school context; three syllables, no cluster. (pen).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-024,word,word,kikapu,24,"Common household/market word; three syllables, no cluster. (basket).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-025,word,word,ndugu,25,"High-frequency kinship term broader than 'kaka'/'dada'; nd- cluster, three syllables. (sibling / relative).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-026,word,word,rafiki,26,"High-frequency social word very familiar to a school-age child; three syllables, no cluster. (friend).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-027,word,word,chakula,27,"Extremely high-frequency everyday word; three syllables, 'ch' digraph. (food).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-028,word,word,samaki,28,"Common food word across most of the Swahili-speaking coast and inland lake regions; three syllables, no cluster. (fish).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-029,word,word,kikombe,29,"Common household mealtime word; three syllables, mb cluster. (cup).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-030,word,word,mvua,30,"High-frequency weather word, directly relevant to daily life; mv- cluster, otherwise short. (rain).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-031,word,word,jua,31,"High-frequency weather word; two syllables, no cluster, paired with 'mvua' for a familiar semantic pair. (sun).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-032,word,word,mwezi,32,Common word with a dual everyday meaning (sky object and calendar unit); mw- glide cluster. (moon / month).,Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-033,word,word,mchezo,33,"High-frequency word for a core childhood activity; syllabic m- prefix, ch digraph. (game / play).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-034,word,word,mwalimu,34,"Directly relevant to the assessment/classroom context; four syllables, placed near the harder end for that reason. (teacher).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-035,word,word,simba,35,Familiar animal word from stories and media even where lions aren't locally present; mb cluster. (lion).,Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-036,word,word,ndege,36,High-frequency word with a common dual meaning; nd- cluster. (bird / airplane).,Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-037,word,word,ng'ombe,37,"Common farm-animal word familiar to most children; introduces the velar nasal ng' plus mb cluster, one of the harder items in the set. (cow).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-038,word,word,mbuzi,38,Common farm-animal word; mb- cluster. (goat).,Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-039,word,word,kuku,39,Very common farm-animal word; two open syllables but placed near the harder end for balance of item order rather than phonological complexity. (chicken).,Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-w-040,word,word,asante,40,"Extremely high-frequency social/function word every child hears and uses daily; three syllables, no cluster, included as the single more abstract (non-concrete-noun) item in the set. (thank you).",Author-created; general knowledge of common Swahili child vocabulary.,Two Swahili speakers (Tanzania and Congo),approved,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-p-001,paragraph,paragraph,Leo ni siku ya shule. Nina sare mpya safi. Viatu vyangu ni vipya. Nafurahi kwenda shuleni leo.,1,"Four connected sentences (4-5 words each) about getting ready for school, reshaped from the clothing/school theme of the ASb source 'Sare za shule' into a single coherent grade-1 paragraph rather than its original disconnected clothing-description lines. No compound words; vocabulary is everyday grade-1 Swahili.","Adapted from 'Sare za shule' ('School Clothes'), African Storybook, level 1, by Clare Verbeek et al. / Mlungisi Dlamini & Ingrid Schechter -- CC BY-NC 3.0 (Non-Commercial; differs from every other source used in this instrument, see docs/SOURCES.md).",Two Swahili speakers (Tanzania and Congo),approved,"CC BY-NC 3.0 licence -- flag for legal/licensing check before any commercial/deployed use of this specific item, see docs/SOURCES.md. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-p-002,paragraph,paragraph,Mama anapika kwa moto. Moto unatoa joto kali. Moto unatupa mwanga pia. Sote tunapenda moto jioni.,2,"Four connected sentences (4 words each) about fire's everyday role (cooking, warmth, light), reshaped from the ASb source 'Moto' with a human anchor (mother cooking) added for narrative coherence -- the original is a list of facts about fire with no human subject. No compound words; grade-1 vocabulary.","Adapted from 'Moto' ('Fire'), African Storybook, level 1, by Deborah Namugosa et al. / Rob Owen -- CC BY 3.0.",Two Swahili speakers (Tanzania and Congo),approved,Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo.
sw-s-001,story,story,"Jembe lake lilikuwa fupi mno. Mlango wake ulikuwa chini mno. Kitanda chake kilikuwa kifupi mno. Mtu huyu alikuwa mrefu zaidi! Alitengeneza mpini wa jembe mrefu sana. Alitengeneza fremu ndefu za milango. Alitengeneza kitanda kirefu sana. Aliacha nyumba yake na kuishi katika msitu mkubwa. Aliishi kwa miaka mingi, naye alifurahi.",1,"9 sentences, 49 words, human protagonist (unnamed, matching the source), clear beginning (his tools don't fit)/middle (he remakes them)/end (he moves on, content). Trimmed from the source's ~72 words / 13 sentences by dropping the bicycle and chair/fork pages as secondary to the core arc, keeping the hoe/door/bed thread intact.","Adapted, sentence-for-sentence from the actual published text, from 'Mwanamume mrefu' ('A Very Tall Man'), African Storybook, level 2, by Cornelius Gulere / Catherine Groenewald -- CC BY 3.0. Swahili sentences quoted verbatim from the source pages except the final clause 'naye alifurahi' (and he was happy), which is an addition not in the original text, added to give the trimmed version a clear positive ending.",Two Swahili speakers (Tanzania and Congo),approved,"The clause 'naye alifurahi' at the end is my own addition, not sourced -- flag for linguist check, and confirm it doesn't clash tonally/grammatically with the preceding sourced sentence. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-s-001-q1,story,comprehension_question,Jembe la mtu huyu lilikuwa refu au fupi mwanzoni?,1,"Direct fact-retrieval question, answerable from the story's first sentence alone, per the TaRL rule that question 1 must be direct.","Author-created, based on sw-s-001.",Two Swahili speakers (Tanzania and Congo),approved,Comprehension question 1 of 2 for item sw-s-001 (direct). Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo.
sw-s-001-q2,story,comprehension_question,Kwa nini mtu huyu alitengeneza vitu vipya?,2,"Indirect/inferential question -- requires connecting the 'too short' facts (opening sentences) with his decision to remake his tools (later sentences), not answerable from a single stated fact, drawn from a different part of the story than question 1.","Author-created, based on sw-s-001.",Two Swahili speakers (Tanzania and Congo),approved,Comprehension question 2 of 2 for item sw-s-001 (indirect). Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo.
sw-s-002,story,story,"Tom anabeba tenga la ndizi zilizoiva. Tom anaenda sokoni kuuza ndizi. Lakini hakuna anayenunua ndizi za Tom. ""Ni wanawake pekee ndio wanaouza matunda,"" watu wanasema. Lakini Tom hakati tamaa. Anaita, ""Nunua ndizi zangu tamu!"" Mwanamke mmoja ananunua ndizi zake. Watu wengine wanakuja na kununua ndizi za Tom. Mara, tenga linakuwa tupu, naye Tom anafurahi.",2,"9 sentences, 54 words, human protagonist (named Tom, matching the source), clear beginning (goes to sell, faces a gendered social objection)/middle (perseveres, calls out)/end (sells everything, happy). Trimmed from the source's 13-page text, keeping the persistence arc and the gender-norm line intact rather than smoothing it out, since it's the story's actual point.","Adapted, sentence-for-sentence from the actual published text, from 'Tom muuza ndizi' ('Tom the Banana Seller'), African Storybook, level 2, by Humphreys Odunga / Zablon Alex Nguku, Kiswahili translation by Matteo E. Mwita -- CC BY 4.0. Swahili sentences quoted/lightly trimmed from source pages except the final clause 'naye Tom anafurahi' (and Tom is happy), which is an addition not in the original text.",Two Swahili speakers (Tanzania and Congo),approved,"The clause 'naye Tom anafurahi' at the end is my own addition, not sourced -- flag for linguist check. Also flag the quoted social-norm line ('ni wanawake pekee...') for a sensitivity/appropriateness check with the linguists before use with children. Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo."
sw-s-002-q1,story,comprehension_question,Tom alikuwa akiuza nini sokoni?,1,"Direct fact-retrieval question, answerable from the story's opening sentences alone.","Author-created, based on sw-s-002.",Two Swahili speakers (Tanzania and Congo),approved,Comprehension question 1 of 2 for item sw-s-002 (direct). Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo.
sw-s-002-q2,story,comprehension_question,Kwa nini watu hawakutaka kununua ndizi za Tom mwanzoni?,2,"Indirect/inferential question -- requires understanding the social attitude conveyed mid-story (the belief that only women sell fruit), not a single directly-stated fact, and drawn from a different part of the story than question 1.","Author-created, based on sw-s-002.",Two Swahili speakers (Tanzania and Congo),approved,Comprehension question 2 of 2 for item sw-s-002 (indirect). Standard Kiswahili verified by two Swahili speakers from Tanzania and Congo.
