file_name,recording_id,speaker_id,language,target_variety,set,content_id,content_type,story_id,difficulty_rank,prompt_text,transcription,duration_seconds,sample_rate_hz,channels,device,noise_condition,date_recorded,consent_confirmed,consent_date,source_file,split_method,version,notes
audio/sw-en_setA_SPEAKER_sw-s-001.wav,v0-sw-0073,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-s-001,story,,1,,"Jembe lake lilikuwa fupi mno. Mlango wake ulikuwa chini mno. Kitanda chake kilikuwa kifupi mno. Mtu huyu alikuwa mrefu zaidi! Alitengeneza mpini wa jembe mrefu sana. Alitengeneza fremu ndefu za milango. Alitengeneza kitanda kirefu sana. Aliacha nyumba yake na kuishi katika msitu mkubwa. Aliishi kwa miaka mingi, naye alifurahi.",72.533,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,A_Story1.mp4,whole source recording,v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setA_SPEAKER_sw-s-002.wav,v0-sw-0074,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-s-002,story,,2,,"Tom anabeba tenga la ndizi zilizoiva. Tom anaenda sokoni kuuza ndizi. Lakini hakuna anayenunua ndizi za Tom. ""Ni wanawake pekee ndio wanaouza matunda,"" watu wanasema. Lakini Tom hakati tamaa. Anaita, ""Nunua ndizi zangu tamu!"" Mwanamke mmoja ananunua ndizi zake. Watu wengine wanakuja na kununua ndizi za Tom. Mara, tenga linakuwa tupu, naye Tom anafurahi.",78.208,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,A_Story2.mp4,whole source recording,v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setA_SPEAKER_sw-s-001-q1.wav,v0-sw-0075,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-s-001-q1,comprehension_question,sw-s-001,1,,Jembe la mtu huyu lilikuwa refu au fupi mwanzoni?,7.620,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,A_Comprihension_question.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setA_SPEAKER_sw-s-001-q2.wav,v0-sw-0076,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-s-001-q2,comprehension_question,sw-s-001,2,,Kwa nini mtu huyu alitengeneza vitu vipya?,9.130,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,A_Comprihension_question.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setA_SPEAKER_sw-s-002-q1.wav,v0-sw-0077,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-s-002-q1,comprehension_question,sw-s-002,1,,Tom alikuwa akiuza nini sokoni?,7.510,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,A_Comprihension_question.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setA_SPEAKER_sw-s-002-q2.wav,v0-sw-0078,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-s-002-q2,comprehension_question,sw-s-002,2,,Kwa nini watu hawakutaka kununua ndizi za Tom mwanzoni?,8.954,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,A_Comprihension_question.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setB_SPEAKER_setB-01.wav,v0-sw-0079,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setB,setB-01,scripted_prompt_reading,,1,Niambie kuhusu shule yako.,Niambie kuhusu shule yako.,10.373,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,B_questions.mp4,"inter-answer silence midpoint (-35 dB, 2.0 s minimum)",v0,Contributor-confirmed scripted reading of prompt_text; this is not a spontaneous free-response answer. Audio and segmentation QA confirmed for development V0.
audio/sw-en_setB_SPEAKER_setB-02.wav,v0-sw-0080,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setB,setB-02,scripted_prompt_reading,,2,Ulifanya nini jana baada ya shule?,Ulifanya nini jana baada ya shule?,8.333,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,B_questions.mp4,"inter-answer silence midpoint (-35 dB, 2.0 s minimum)",v0,Contributor-confirmed scripted reading of prompt_text; this is not a spontaneous free-response answer. Audio and segmentation QA confirmed for development V0.
audio/sw-en_setB_SPEAKER_setB-03.wav,v0-sw-0081,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setB,setB-03,scripted_prompt_reading,,3,Unafikaje sokoni ukitoka nyumbani kwenu?,Unafikaje sokoni ukitoka nyumbani kwenu?,7.459,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,B_questions.mp4,"inter-answer silence midpoint (-35 dB, 2.0 s minimum)",v0,Contributor-confirmed scripted reading of prompt_text; this is not a spontaneous free-response answer. Audio and segmentation QA confirmed for development V0.
audio/sw-en_setB_SPEAKER_setB-04.wav,v0-sw-0082,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setB,setB-04,scripted_prompt_reading,,4,"Somo gani unalipenda zaidi, na kwa nini?","Somo gani unalipenda zaidi, na kwa nini?",7.741,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,B_questions.mp4,"inter-answer silence midpoint (-35 dB, 2.0 s minimum)",v0,Contributor-confirmed scripted reading of prompt_text; this is not a spontaneous free-response answer. Audio and segmentation QA confirmed for development V0.
audio/sw-en_setB_SPEAKER_setB-05.wav,v0-sw-0083,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setB,setB-05,scripted_prompt_reading,,5,Niambie wakati ulipomsaidia mtu.,Niambie wakati ulipomsaidia mtu.,9.589,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,B_questions.mp4,"inter-answer silence midpoint (-35 dB, 2.0 s minimum)",v0,Contributor-confirmed scripted reading of prompt_text; this is not a spontaneous free-response answer. Audio and segmentation QA confirmed for development V0.
audio/sw-en_setB_SPEAKER_setB-06.wav,v0-sw-0084,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setB,setB-06,scripted_prompt_reading,,6,Hesabu kwa sauti kuanzia moja hadi ishirini.,Hesabu kwa sauti kuanzia moja hadi ishirini.,13.357,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,B_questions.mp4,"inter-answer silence midpoint (-35 dB, 2.0 s minimum)",v0,Contributor-confirmed scripted reading of prompt_text; this is not a spontaneous free-response answer. Audio and segmentation QA confirmed for development V0.
audio/sw-en_setB_SPEAKER_setB-07.wav,v0-sw-0085,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setB,setB-07,scripted_prompt_reading,,7,Kumi na tano jumlisha saba ni ngapi? Niambie jinsi ulivyopata jibu lako.,Kumi na tano jumlisha saba ni ngapi? Niambie jinsi ulivyopata jibu lako.,10.695,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,B_questions.mp4,"inter-answer silence midpoint (-35 dB, 2.0 s minimum)",v0,Contributor-confirmed scripted reading of prompt_text; this is not a spontaneous free-response answer. Audio and segmentation QA confirmed for development V0.
audio/sw-en_setB_SPEAKER_setB-08.wav,v0-sw-0086,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setB,setB-08,scripted_prompt_reading,,8,Niambie jambo lililotokea shuleni wiki hii.,Niambie jambo lililotokea shuleni wiki hii.,5.825,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,B_questions.mp4,"inter-answer silence midpoint (-35 dB, 2.0 s minimum)",v0,Contributor-confirmed scripted reading of prompt_text; this is not a spontaneous free-response answer. Audio and segmentation QA confirmed for development V0.
audio/sw-en_setB_SPEAKER_setB-09.wav,v0-sw-0087,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setB,setB-09,scripted_prompt_reading,,9,Unataka kuwa nini ukikua?,Unataka kuwa nini ukikua?,8.957,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,B_questions.mp4,"inter-answer silence midpoint (-35 dB, 2.0 s minimum)",v0,Contributor-confirmed scripted reading of prompt_text; this is not a spontaneous free-response answer. Audio and segmentation QA confirmed for development V0.
audio/sw-en_setB_SPEAKER_setB-10.wav,v0-sw-0088,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setB,setB-10,scripted_prompt_reading,,10,"Nieleze mchezo unaocheza na marafiki zako, na kanuni zake.","Nieleze mchezo unaocheza na marafiki zako, na kanuni zake.",5.095,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,B_questions.mp4,"inter-answer silence midpoint (-35 dB, 2.0 s minimum)",v0,Contributor-confirmed scripted reading of prompt_text; this is not a spontaneous free-response answer. Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_instr-start-letter-syllable-001.wav,v0-sw-0089,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,instr-start-letter-syllable-001,scaffolding_utterance,,1,,Hebu sasa soma syllable hii kwa sauti.,4.745,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_instr-retry-001.wav,v0-sw-0090,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,instr-retry-001,scaffolding_utterance,,2,,Hebu jaribu kuisoma tena. One more time!,7.688,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_instr-slow-down-001.wav,v0-sw-0091,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,instr-slow-down-001,scaffolding_utterance,,3,,"Soma polepole, take your time, usikimbilie maneno.",9.391,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,This recording follows the earlier script wording 'usikimbilie maneno'; the current reviewed corpus now uses 'usiache maneno'. Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_instr-ready-check-001.wav,v0-sw-0092,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,instr-ready-check-001,scaffolding_utterance,,4,,Uko ready? Twende!,4.263,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_praise-first-try-beginner-001.wav,v0-sw-0093,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,praise-first-try-beginner-001,scaffolding_utterance,,5,,"Hongera! Good job, umeitamka vizuri!",3.660,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_praise-first-try-paragraph-001.wav,v0-sw-0094,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,praise-first-try-paragraph-001,scaffolding_utterance,,6,,Umesoma kifungu vizuri sana. Great job!,5.392,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_praise-effort-general-001.wav,v0-sw-0095,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,praise-effort-general-001,scaffolding_utterance,,7,,Good try! Umejitahidi; tujaribu tena pamoja.,6.887,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_praise-improvement-001.wav,v0-sw-0096,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,praise-improvement-001,scaffolding_utterance,,8,,Unazidi kufanya vizuri. Keep it up!,10.258,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_hint-sentence-context-001.wav,v0-sw-0097,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,hint-sentence-context-001,scaffolding_utterance,,9,,Soma sentensi yote; maneno mengine yatakupa clue.,6.540,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_hint-look-again-001.wav,v0-sw-0098,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,hint-look-again-001,scaffolding_utterance,,10,,Angalia neno hilo tena kwa makini. Take your time.,8.864,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_correction-letter-soft-001.wav,v0-sw-0099,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,correction-letter-soft-001,scaffolding_utterance,,11,,Ulikaribia! Sikiliza sauti ya herufi hii: mmm. Try again.,10.209,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_correction-model-pronunciation-001.wav,v0-sw-0100,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,correction-model-pronunciation-001,scaffolding_utterance,,12,,Sikiliza: “shule.” Sasa repeat after me: “shule.”,3.459,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_correction-skip-word-001.wav,v0-sw-0101,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,correction-skip-word-001,scaffolding_utterance,,13,,Ulikaribia! Umeruka neno moja. Read tena bila kuliacha.,8.357,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_level-up-letter-to-word-001.wav,v0-sw-0102,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,level-up-letter-to-word-001,scaffolding_utterance,,14,,Hongera! Sasa tunaendelea kusoma maneno. Ready? Twende!,7.117,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_level-stay-beginner-001.wav,v0-sw-0103,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,level-stay-beginner-001,scaffolding_utterance,,15,,Tutaendelea kufanya mazoezi ya sauti za herufi. You’re doing well!,9.892,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_encourage-tired-001.wav,v0-sw-0104,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,encourage-tired-001,scaffolding_utterance,,16,,"Umefanya vizuri sana! Keep going, tunakaribia mwisho!",9.101,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_encourage-nervous-001.wav,v0-sw-0105,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,encourage-nervous-001,scaffolding_utterance,,17,,Usiwe na wasiwasi; tuko pamoja. Ready? Tuanze!,11.041,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_encourage-after-break-001.wav,v0-sw-0106,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,encourage-after-break-001,scaffolding_utterance,,18,,"Karibu tena! Welcome back, tuendelee tulipoishia.",6.673,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_closing-thank-you-001.wav,v0-sw-0107,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,closing-thank-you-001,scaffolding_utterance,,19,,"Asante sana kwa kazi yako nzuri leo, well done!",8.840,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/sw-en_setC_SPEAKER_repair-no-audio-001.wav,v0-sw-0108,spk-sw-001,sw-en,Congolese Swahili (specific regional variety unconfirmed),setC,repair-no-audio-001,scaffolding_utterance,,20,,"Samahani, sikusikia. Please jaribu tena.",6.199,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,C_sw_en20_intey.mp4,"silence midpoint (-35 dB, 1.5 s minimum)",v0,Audio and segmentation QA confirmed for development V0.
audio/yo-en_setC_SPEAKER_instr-start-beginner-001.wav,v0-yo-0001,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-start-beginner-001,scaffolding_utterance,,1,,"Wo lẹ́tà yìí, kí ni ohùn rẹ̀? Sọ fún mi!",5.675,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-start-beginner-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_instr-start-letter-syllable-001.wav,v0-yo-0002,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-start-letter-syllable-001,scaffolding_utterance,,2,,Ṣe àyẹwò! Jọwọ ka syllable tó wà níbẹ̀ fún mi.,6.784,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-start-letter-syllable-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_instr-start-word-001.wav,v0-yo-0003,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-start-word-001,scaffolding_utterance,,3,,"Ẹ wò ọ̀rọ̀ yìí, kí o sì ka á sókè.",6.251,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-start-word-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_instr-start-paragraph-001.wav,v0-yo-0004,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-start-paragraph-001,scaffolding_utterance,,4,,"Dára, jẹ́ ká bẹ̀rẹ̀. Jọwọ, read àdoédoé yìí fún mi.",7.765,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-start-paragraph-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_instr-start-story-001.wav,v0-yo-0005,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-start-story-001,scaffolding_utterance,,5,,"Jẹ́ ká bẹ̀rẹ̀! Jọ̀wọ́, ka ìtàn yìí káàárọ̀ látọ̀dọ̀ ìbẹ̀rẹ̀.",6.443,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-start-story-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_instr-comprehension-001.wav,v0-yo-0006,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-comprehension-001,scaffolding_utterance,,6,,Dára! Ǹjẹ́ o lè sọ fún mi kíní ìtàn yẹn túmọ̀ sí?,7.488,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-comprehension-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_instr-retry-001.wav,v0-yo-0007,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-retry-001,scaffolding_utterance,,7,,"Dára, jẹ́ ká gbìyànjú mọ́ lẹ́ẹ̀kan sí i, try again!",5.803,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-retry-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_instr-slow-down-001.wav,v0-yo-0008,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-slow-down-001,scaffolding_utterance,,8,,"Dáadáa, slow down kí o sì ka fẹ́ẹ́fẹ́ẹ́ díẹ̀.",6.827,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-slow-down-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_instr-mic-check-001.wav,v0-yo-0009,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-mic-check-001,scaffolding_utterance,,9,,"Jọ̀wọ́, mú fóònù wá sún mọ́ ẹnu rẹ kí o sọ̀rọ̀ speak clearly!",6.891,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-mic-check-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_instr-ready-check-001.wav,v0-yo-0010,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-ready-check-001,scaffolding_utterance,,10,,Ṣé o ṣetán? Jẹ́ ká bẹ̀rẹ̀ — ready?,7.872,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-ready-check-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_instr-free-response-001.wav,v0-yo-0011,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-free-response-001,scaffolding_utterance,,11,,Ṣe o rò pé kí ni yóò ṣẹlẹ̀ tó bá tẹ̀lé? Sọ fún mi!,6.848,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-free-response-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_instr-repeat-please-response-001.wav,v0-yo-0012,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-repeat-please-response-001,scaffolding_utterance,,12,,"Ṣe kó o, èmi yóò sọ ó lẹ́ẹ̀kan sí i, fara balẹ̀ gbọ́.",5.461,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-repeat-please-response-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_instr-facilitator-wait-001.wav,v0-yo-0013,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-facilitator-wait-001,scaffolding_utterance,,13,,"Dúró díẹ̀, jẹ́ kí n pe olùrànlọ́wọ́ wá, okay?",7.083,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-facilitator-wait-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_instr-practice-drill-001.wav,v0-yo-0014,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,instr-practice-drill-001,scaffolding_utterance,,14,,Jẹ́ ká gbìyànjú àdánwò kékeré kan. Ready? Bẹ̀rẹ̀!,7.189,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,instr-practice-drill-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_praise-first-try-beginner-001.wav,v0-yo-0015,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,praise-first-try-beginner-001,scaffolding_utterance,,15,,"Ó yani lẹ́nu! Well done, ó tọ́ pátápátá!",7.360,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,praise-first-try-beginner-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_praise-first-try-syllable-001.wav,v0-yo-0016,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,praise-first-try-syllable-001,scaffolding_utterance,,16,,"Ó dára! O ka a dáadáa, [[well done]]!",5.141,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,praise-first-try-syllable-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_praise-first-try-word-001.wav,v0-yo-0017,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,praise-first-try-word-001,scaffolding_utterance,,17,,"Ó dára! O ka ọ̀rọ̀ náà dáadáa, well done!",6.912,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,praise-first-try-word-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_praise-first-try-paragraph-001.wav,v0-yo-0018,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,praise-first-try-paragraph-001,scaffolding_utterance,,18,,"Ó dára púpọ̀! O ka gbogbo ìtàn náà dáadáa, well done!",8.043,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,praise-first-try-paragraph-001.m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
audio/yo-en_setC_SPEAKER_praise-first-try-story-001.wav,v0-yo-0019,spk-yo-001,yo-en,Yoruba (specific regional variety unconfirmed),setC,praise-first-try-story-001,scaffolding_utterance,,19,,"Ó dára gan! O ka ìtàn náà dáadáa, well done!",6.571,16000,1,Basic Android phone (model unspecified),moderate,,yes,2026-08-14,Praise finishing a story with strong fluency..m4a,one supplied source file converted as one complete clip,v0,Yoruba reference text and audio alignment confirmed by contributor for development V0.
