recording_id,speaker_id,language,content_type,content_id,reference_transcript,file_path,duration_seconds,device,noise_condition,date_recorded,consent_confirmed,consent_date,notes
v0-sw-0095,spk-sw-001,sw-en,scaffolding_utterance,praise-effort-general-001,Good try! Umejitahidi; tujaribu tena pamoja.,dataset-v0/audio/sw-en_setC_SPEAKER_praise-effort-general-001.wav,6.887,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-sw-0096,spk-sw-001,sw-en,scaffolding_utterance,praise-improvement-001,Unazidi kufanya vizuri. Keep it up!,dataset-v0/audio/sw-en_setC_SPEAKER_praise-improvement-001.wav,10.258,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-sw-0097,spk-sw-001,sw-en,scaffolding_utterance,hint-sentence-context-001,Soma sentensi yote; maneno mengine yatakupa clue.,dataset-v0/audio/sw-en_setC_SPEAKER_hint-sentence-context-001.wav,6.540,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-sw-0098,spk-sw-001,sw-en,scaffolding_utterance,hint-look-again-001,Angalia neno hilo tena kwa makini. Take your time.,dataset-v0/audio/sw-en_setC_SPEAKER_hint-look-again-001.wav,8.864,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-sw-0099,spk-sw-001,sw-en,scaffolding_utterance,correction-letter-soft-001,Ulikaribia! Sikiliza sauti ya herufi hii: mmm. Try again.,dataset-v0/audio/sw-en_setC_SPEAKER_correction-letter-soft-001.wav,10.209,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-sw-0100,spk-sw-001,sw-en,scaffolding_utterance,correction-model-pronunciation-001,Sikiliza: “shule.” Sasa repeat after me: “shule.”,dataset-v0/audio/sw-en_setC_SPEAKER_correction-model-pronunciation-001.wav,3.459,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-sw-0101,spk-sw-001,sw-en,scaffolding_utterance,correction-skip-word-001,Ulikaribia! Umeruka neno moja. Read tena bila kuliacha.,dataset-v0/audio/sw-en_setC_SPEAKER_correction-skip-word-001.wav,8.357,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-sw-0102,spk-sw-001,sw-en,scaffolding_utterance,level-up-letter-to-word-001,Hongera! Sasa tunaendelea kusoma maneno. Ready? Twende!,dataset-v0/audio/sw-en_setC_SPEAKER_level-up-letter-to-word-001.wav,7.117,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-sw-0103,spk-sw-001,sw-en,scaffolding_utterance,level-stay-beginner-001,Tutaendelea kufanya mazoezi ya sauti za herufi. You’re doing well!,dataset-v0/audio/sw-en_setC_SPEAKER_level-stay-beginner-001.wav,9.892,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-sw-0104,spk-sw-001,sw-en,scaffolding_utterance,encourage-tired-001,"Umefanya vizuri sana! Keep going, tunakaribia mwisho!",dataset-v0/audio/sw-en_setC_SPEAKER_encourage-tired-001.wav,9.101,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-sw-0105,spk-sw-001,sw-en,scaffolding_utterance,encourage-nervous-001,Usiwe na wasiwasi; tuko pamoja. Ready? Tuanze!,dataset-v0/audio/sw-en_setC_SPEAKER_encourage-nervous-001.wav,11.041,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-sw-0106,spk-sw-001,sw-en,scaffolding_utterance,encourage-after-break-001,"Karibu tena! Welcome back, tuendelee tulipoishia.",dataset-v0/audio/sw-en_setC_SPEAKER_encourage-after-break-001.wav,6.673,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-sw-0107,spk-sw-001,sw-en,scaffolding_utterance,closing-thank-you-001,"Asante sana kwa kazi yako nzuri leo, well done!",dataset-v0/audio/sw-en_setC_SPEAKER_closing-thank-you-001.wav,8.840,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-sw-0108,spk-sw-001,sw-en,scaffolding_utterance,repair-no-audio-001,"Samahani, sikusikia. Please jaribu tena.",dataset-v0/audio/sw-en_setC_SPEAKER_repair-no-audio-001.wav,6.199,Google Pixel 6 (Android 17),quiet,,yes,2026-08-15,Audio and segmentation QA confirmed for development V0.
v0-yo-0001,spk-yo-001,yo-en,scaffolding_utterance,instr-start-beginner-001,"Wo lẹ́tà yìí, kí ni ohùn rẹ̀? Sọ fún mi!",dataset-v0/audio/yo-en_setC_SPEAKER_instr-start-beginner-001.wav,5.675,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0002,spk-yo-001,yo-en,scaffolding_utterance,instr-start-letter-syllable-001,Ṣe àyẹwò! Jọwọ ka syllable tó wà níbẹ̀ fún mi.,dataset-v0/audio/yo-en_setC_SPEAKER_instr-start-letter-syllable-001.wav,6.784,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0003,spk-yo-001,yo-en,scaffolding_utterance,instr-start-word-001,"Ẹ wò ọ̀rọ̀ yìí, kí o sì ka á sókè.",dataset-v0/audio/yo-en_setC_SPEAKER_instr-start-word-001.wav,6.251,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0004,spk-yo-001,yo-en,scaffolding_utterance,instr-start-paragraph-001,"Dára, jẹ́ ká bẹ̀rẹ̀. Jọwọ, read àdoédoé yìí fún mi.",dataset-v0/audio/yo-en_setC_SPEAKER_instr-start-paragraph-001.wav,7.765,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0005,spk-yo-001,yo-en,scaffolding_utterance,instr-start-story-001,"Jẹ́ ká bẹ̀rẹ̀! Jọ̀wọ́, ka ìtàn yìí káàárọ̀ látọ̀dọ̀ ìbẹ̀rẹ̀.",dataset-v0/audio/yo-en_setC_SPEAKER_instr-start-story-001.wav,6.443,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0006,spk-yo-001,yo-en,scaffolding_utterance,instr-comprehension-001,Dára! Ǹjẹ́ o lè sọ fún mi kíní ìtàn yẹn túmọ̀ sí?,dataset-v0/audio/yo-en_setC_SPEAKER_instr-comprehension-001.wav,7.488,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0007,spk-yo-001,yo-en,scaffolding_utterance,instr-retry-001,"Dára, jẹ́ ká gbìyànjú mọ́ lẹ́ẹ̀kan sí i, try again!",dataset-v0/audio/yo-en_setC_SPEAKER_instr-retry-001.wav,5.803,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0008,spk-yo-001,yo-en,scaffolding_utterance,instr-slow-down-001,"Dáadáa, slow down kí o sì ka fẹ́ẹ́fẹ́ẹ́ díẹ̀.",dataset-v0/audio/yo-en_setC_SPEAKER_instr-slow-down-001.wav,6.827,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0009,spk-yo-001,yo-en,scaffolding_utterance,instr-mic-check-001,"Jọ̀wọ́, mú fóònù wá sún mọ́ ẹnu rẹ kí o sọ̀rọ̀ speak clearly!",dataset-v0/audio/yo-en_setC_SPEAKER_instr-mic-check-001.wav,6.891,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0010,spk-yo-001,yo-en,scaffolding_utterance,instr-ready-check-001,Ṣé o ṣetán? Jẹ́ ká bẹ̀rẹ̀ — ready?,dataset-v0/audio/yo-en_setC_SPEAKER_instr-ready-check-001.wav,7.872,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0011,spk-yo-001,yo-en,scaffolding_utterance,instr-free-response-001,Ṣe o rò pé kí ni yóò ṣẹlẹ̀ tó bá tẹ̀lé? Sọ fún mi!,dataset-v0/audio/yo-en_setC_SPEAKER_instr-free-response-001.wav,6.848,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0012,spk-yo-001,yo-en,scaffolding_utterance,instr-repeat-please-response-001,"Ṣe kó o, èmi yóò sọ ó lẹ́ẹ̀kan sí i, fara balẹ̀ gbọ́.",dataset-v0/audio/yo-en_setC_SPEAKER_instr-repeat-please-response-001.wav,5.461,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0013,spk-yo-001,yo-en,scaffolding_utterance,instr-facilitator-wait-001,"Dúró díẹ̀, jẹ́ kí n pe olùrànlọ́wọ́ wá, okay?",dataset-v0/audio/yo-en_setC_SPEAKER_instr-facilitator-wait-001.wav,7.083,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0014,spk-yo-001,yo-en,scaffolding_utterance,instr-practice-drill-001,Jẹ́ ká gbìyànjú àdánwò kékeré kan. Ready? Bẹ̀rẹ̀!,dataset-v0/audio/yo-en_setC_SPEAKER_instr-practice-drill-001.wav,7.189,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0015,spk-yo-001,yo-en,scaffolding_utterance,praise-first-try-beginner-001,"Ó yani lẹ́nu! Well done, ó tọ́ pátápátá!",dataset-v0/audio/yo-en_setC_SPEAKER_praise-first-try-beginner-001.wav,7.360,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0016,spk-yo-001,yo-en,scaffolding_utterance,praise-first-try-syllable-001,"Ó dára! O ka a dáadáa, [[well done]]!",dataset-v0/audio/yo-en_setC_SPEAKER_praise-first-try-syllable-001.wav,5.141,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0017,spk-yo-001,yo-en,scaffolding_utterance,praise-first-try-word-001,"Ó dára! O ka ọ̀rọ̀ náà dáadáa, well done!",dataset-v0/audio/yo-en_setC_SPEAKER_praise-first-try-word-001.wav,6.912,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0018,spk-yo-001,yo-en,scaffolding_utterance,praise-first-try-paragraph-001,"Ó dára púpọ̀! O ka gbogbo ìtàn náà dáadáa, well done!",dataset-v0/audio/yo-en_setC_SPEAKER_praise-first-try-paragraph-001.wav,8.043,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0019,spk-yo-001,yo-en,scaffolding_utterance,praise-first-try-story-001,"Ó dára gan! O ka ìtàn náà dáadáa, well done!",dataset-v0/audio/yo-en_setC_SPEAKER_praise-first-try-story-001.wav,6.571,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0020,spk-yo-001,yo-en,scaffolding_utterance,praise-after-retry-word-001,"Àgbàdo! O gbìyànjú, o ṣe é! Good job!",dataset-v0/audio/yo-en_setC_SPEAKER_praise-after-retry-word-001.wav,5.909,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0021,spk-yo-001,yo-en,scaffolding_utterance,praise-after-retry-syllable-001,"Ẹ̀yẹn ni! O ti ṣe é. Well done, ọmọ mi!",dataset-v0/audio/yo-en_setC_SPEAKER_praise-after-retry-syllable-001.wav,6.656,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0022,spk-yo-001,yo-en,scaffolding_utterance,praise-comprehension-001,"Ìdáhùn rẹ dára gan-an! Well done, ọmọ mi!",dataset-v0/audio/yo-en_setC_SPEAKER_praise-comprehension-001.wav,6.720,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0023,spk-yo-001,yo-en,scaffolding_utterance,praise-effort-general-001,"Ó dára! O gbìyànjú gan-an, mo fẹ́ràn ìyẹn!",dataset-v0/audio/yo-en_setC_SPEAKER_praise-effort-general-001.wav,6.720,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0024,spk-yo-001,yo-en,scaffolding_utterance,praise-improvement-001,"Ó dára! O ti n ṣe better ju ìbẹ̀rẹ̀ lọ, mo fẹ́ràn rẹ̀!",dataset-v0/audio/yo-en_setC_SPEAKER_praise-improvement-001.wav,9.067,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0025,spk-yo-001,yo-en,scaffolding_utterance,praise-confidence-001,"Ó dára! O ka pẹ̀lú ìgboyà, well done!",dataset-v0/audio/yo-en_setC_SPEAKER_praise-confidence-001.wav,6.933,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0026,spk-yo-001,yo-en,scaffolding_utterance,praise-self-correct-001,"Ó dára! O ṣe àṣìṣe, o sì ṣe àtúnṣe rẹ̀ dára! Well done!",dataset-v0/audio/yo-en_setC_SPEAKER_praise-self-correct-001.wav,8.683,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0027,spk-yo-001,yo-en,scaffolding_utterance,praise-creative-answer-001,"Ìdáhùn rẹ dára gan-an! Wow, o ronú nǹkan tó ṣàánú púpọ̀!",dataset-v0/audio/yo-en_setC_SPEAKER_praise-creative-answer-001.wav,7.744,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0028,spk-yo-001,yo-en,scaffolding_utterance,praise-quiet-progress-001,"Ó dára! Well done, ọmọ mi. Mo gbọ́ ọ dáadáa.",dataset-v0/audio/yo-en_setC_SPEAKER_praise-quiet-progress-001.wav,6.741,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0029,spk-yo-001,yo-en,scaffolding_utterance,hint-letter-sound-001,Wo lẹ́tà yìí. Ó ń ṣe ohun wo?,dataset-v0/audio/yo-en_setC_SPEAKER_hint-letter-sound-001.wav,6.848,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0030,spk-yo-001,yo-en,scaffolding_utterance,hint-syllable-blend-001,"Jẹ́ kí a darapọ̀ mọ́ ara wọn: ṣe àkójọpọ̀, sọ wọ́n papọ̀!",dataset-v0/audio/yo-en_setC_SPEAKER_hint-syllable-blend-001.wav,6.699,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0031,spk-yo-001,yo-en,scaffolding_utterance,hint-word-first-letter-001,Wo lẹ́tà àkọ́kọ́ ọ̀rọ̀ yẹn. Èwo ni?,dataset-v0/audio/yo-en_setC_SPEAKER_hint-word-first-letter-001.wav,5.333,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0032,spk-yo-001,yo-en,scaffolding_utterance,hint-word-familiar-001,Wo ọ̀rọ̀ yìí dára! Ó dà bí ọ̀rọ̀ tí o mọ̀ tẹ́lẹ̀.,dataset-v0/audio/yo-en_setC_SPEAKER_hint-word-familiar-001.wav,7.189,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0033,spk-yo-001,yo-en,scaffolding_utterance,hint-sentence-context-001,Wo ó! Wo àwọn ọ̀rọ̀ mìíràn nínú gbolohun náà — wọn lè ràn ọ́ lọ́wọ́.,dataset-v0/audio/yo-en_setC_SPEAKER_hint-sentence-context-001.wav,8.427,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0034,spk-yo-001,yo-en,scaffolding_utterance,hint-story-context-001,Rò ó! Kí ló ṣẹlẹ̀ nínú ìtàn wa? Èyí tó bá ìtàn mu ni ó tọ̀.,dataset-v0/audio/yo-en_setC_SPEAKER_hint-story-context-001.wav,7.296,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0035,spk-yo-001,yo-en,scaffolding_utterance,hint-comprehension-001,Rántí ohun tó ṣẹlẹ̀ ní ìbẹ̀rẹ̀ ìtàn wa. Think back!,dataset-v0/audio/yo-en_setC_SPEAKER_hint-comprehension-001.wav,6.592,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0036,spk-yo-001,yo-en,scaffolding_utterance,hint-slow-sound-out-001,"Jẹ ká gbiyanju lẹ́ẹ̀kan sí i. Sọ ohun kọ̀ọ̀kan lọ́ra lọ́ra, slowly!",dataset-v0/audio/yo-en_setC_SPEAKER_hint-slow-sound-out-001.wav,6.912,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0037,spk-yo-001,yo-en,scaffolding_utterance,hint-look-again-001,Dúró! Wo ọ̀rọ̀ náà mọ́jú kíyèsí àárọ̀ rẹ̀ — look again!,dataset-v0/audio/yo-en_setC_SPEAKER_hint-look-again-001.wav,7.040,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0038,spk-yo-001,yo-en,scaffolding_utterance,hint-break-it-down-001,"Jẹ́ ká gbìyànjú — broken si awọn ìpín kéékéré, ó dára?",dataset-v0/audio/yo-en_setC_SPEAKER_hint-break-it-down-001.wav,8.235,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0039,spk-yo-001,yo-en,scaffolding_utterance,hint-picture-clue-001,Ronu: kí ni àwòrán rẹ̀ trông bii? Draw am lórí ọkàn rẹ!,dataset-v0/audio/yo-en_setC_SPEAKER_hint-picture-clue-001.wav,6.165,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0040,spk-yo-001,yo-en,scaffolding_utterance,hint-try-whisper-001,Ẹ má bẹ̀rù! Whisper ohun náà kánkán fún mi.,dataset-v0/audio/yo-en_setC_SPEAKER_hint-try-whisper-001.wav,5.611,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0041,spk-yo-001,yo-en,scaffolding_utterance,correction-letter-soft-001,"Ó dára, ṣùgbọ́n ẹ̀kọ́ náà jẹ́ ""try again"" — tún gbọ́ó.",dataset-v0/audio/yo-en_setC_SPEAKER_correction-letter-soft-001.wav,7.872,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0042,spk-yo-001,yo-en,scaffolding_utterance,correction-syllable-soft-001,"Ẹ̀yẹ! Jẹ́ ká gbìyànjú lẹ́ẹ̀kan sí i, try again!",dataset-v0/audio/yo-en_setC_SPEAKER_correction-syllable-soft-001.wav,7.680,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0043,spk-yo-001,yo-en,scaffolding_utterance,correction-word-soft-001,"Ẹ̀yin ọmọ, gbiyanjú mọ́. Ọ̀rọ̀ náà jẹ́ ""aso"", ṣe try again.",dataset-v0/audio/yo-en_setC_SPEAKER_correction-word-soft-001.wav,9.323,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0044,spk-yo-001,yo-en,scaffolding_utterance,correction-sentence-soft-001,"Ẹ jẹ ká gbìyànjú mọ̀. Jọwọ, ka gbólóọ̀run náà lẹ́ẹ̀kan sí i.",dataset-v0/audio/yo-en_setC_SPEAKER_correction-sentence-soft-001.wav,10.688,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0045,spk-yo-002,yo-en,scaffolding_utterance,correction-model-pronunciation-001,"Gbọ́ dáadáa: ""ọ̀wọ̀."" Ẹ̀yin repeat rẹ̀ — ""ọ̀wọ̀!""",dataset-v0/audio/yo-en_setC_SPEAKER_correction-model-pronunciation-001.wav,5.750,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0046,spk-yo-002,yo-en,scaffolding_utterance,correction-comprehension-001,"Ò tó! Ẹ jẹ ká tún wo ìtàn náà, sai? Kí ni ó sọ?",dataset-v0/audio/yo-en_setC_SPEAKER_correction-comprehension-001.wav,5.587,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0047,spk-yo-002,yo-en,scaffolding_utterance,correction-skip-word-001,"Ó dára, ṣùgbọ́n ọ̀rọ̀ kan wà tí o fo. Jẹ́ ká try again!",dataset-v0/audio/yo-en_setC_SPEAKER_correction-skip-word-001.wav,6.705,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0048,spk-yo-002,yo-en,scaffolding_utterance,correction-mixed-up-order-001,"Ọmọ mi, ó dára, ṣùgbọ́n ìtọ́sọ̀nà ohùn náà yí padà. Jẹ́ ká try again!",dataset-v0/audio/yo-en_setC_SPEAKER_correction-mixed-up-order-001.wav,4.043,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0049,spk-yo-002,yo-en,scaffolding_utterance,correction-persistent-error-001,"Kò burú, ẹ jẹ ká skip èyí kí a siwaju.",dataset-v0/audio/yo-en_setC_SPEAKER_correction-persistent-error-001.wav,7.050,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0050,spk-yo-002,yo-en,scaffolding_utterance,correction-mispronounce-name-001,Ó dára! Ṣùgbọ́n jẹ́ ká sọ orúkọ rẹ̀ pọ̀: repeat after me — Àmíná.,dataset-v0/audio/yo-en_setC_SPEAKER_correction-mispronounce-name-001.wav,7.233,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0051,spk-yo-002,yo-en,scaffolding_utterance,level-up-beginner-to-letter-001,"Ó dára! O ṣe dáradára. Jẹ ká wo àwọn lẹ́tà báyìí, ṣe é bẹ́ẹ̀?",dataset-v0/audio/yo-en_setC_SPEAKER_level-up-beginner-to-letter-001.wav,5.215,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0052,spk-yo-002,yo-en,scaffolding_utterance,level-up-letter-to-word-001,Ó dára! O ti ṣe é! Jẹ ká lọ kà ọ̀rọ̀ pọ̀ báyìí.,dataset-v0/audio/yo-en_setC_SPEAKER_level-up-letter-to-word-001.wav,5.018,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
v0-yo-0053,spk-yo-002,yo-en,scaffolding_utterance,level-up-word-to-paragraph-001,Ẹ wà o! O ṣe daradara. Jẹ ká ka paragraph papọ̀ bayi!,dataset-v0/audio/yo-en_setC_SPEAKER_level-up-word-to-paragraph-001.wav,6.075,"Mixed Yoruba workflow: Dell Latitude E5450, Praat, Zoom recorder, and Android phone",quiet,,yes,2026-08-15,Yoruba reference text and audio alignment confirmed by contributor for development V0.
