act_id,language_pair,matrix_language,category,tarl_level,audience,function_reminder,max_words,text_draft,switch_points,register_note,review_decision,normalized_decision,corrected_text,final_text,text_status,suspected_encoding_damage,source_file
level-first-assessment-001,sw-en,Swahili,level_transition,any,child,Explain that this first session is about finding the right starting level.,16,Habari! Leo tutaanza kwa maswali madogo madogo ili tupate level yako nzuri. Uko tayari?,Habari! Leo tutaanza kwa maswali madogo madogo ili tupate [[level]] yako nzuri. Uko tayari?,"Bright and welcoming, like a friendly teacher greeting a child on their very first day — enthusiastic but calm so the child feels safe, not tested.",fix,fix,Habari! Leo tutasoma vitu tofauti ili tujue pa kuanzia. Ready?,Habari! Leo tutasoma vitu tofauti ili tujue pa kuanzia. Ready?,approved,no,data/scaffolding/sw-en.csv
encourage-tired-001,sw-en,Swahili,encouragement,any,child,Encourage a child who seems to be losing focus or getting tired.,12,"Umefanya vizuri sana! Keep going, tunakaribia mwisho!","Umefanya vizuri sana! [[Keep going]], tunakaribia mwisho!","Warm and energising — short burst of praise followed by hope, like a cheerful nudge from a teacher who believes in the child.",keep,keep,,"Umefanya vizuri sana! Keep going, tunakaribia mwisho!",approved,no,data/scaffolding/sw-en.csv
encourage-frustrated-001,sw-en,Swahili,encouragement,any,child,Reassure a child who seems frustrated after a few misses in a row.,12,"Pole sana! Jaribu tena, unaweza — keep trying, wewe ni hodari!","Pole sana! Jaribu tena, unaweza — [[keep trying]], wewe ni hodari!","Use a soft, warm and reassuring tone — like a kind older sibling gently cheering the child on after a stumble, never scolding or pressuring.",fix,fix,"Usijali, baadhi ya maneno ni magumu. Keep trying, unaweza!","Usijali, baadhi ya maneno ni magumu. Keep trying, unaweza!",approved,no,data/scaffolding/sw-en.csv
encourage-nervous-001,sw-en,Swahili,encouragement,any,child,Reassure a shy or nervous-sounding child before they begin.,12,"Karibu! Hakuna wasiwasi, wewe ni hodari. Ready? Tuanze pamoja!","Karibu! Hakuna wasiwasi, wewe ni hodari. [[Ready?]] Tuanze pamoja!","Speak with a warm, gentle smile in the voice — slow and soft to calm nerves, never rushed or exam-like.",fix,fix,Usiwe na wasiwasi; tuko pamoja. Ready? Tuanze!,Usiwe na wasiwasi; tuko pamoja. Ready? Tuanze!,approved,no,data/scaffolding/sw-en.csv
encourage-halfway-001,sw-en,Swahili,encouragement,any,child,"Encourage the child partway through, noting they're doing this well.",12,"Umefanya vizuri sana! Keep it up, tunakwenda vizuri pamoja!","Umefanya vizuri sana! [[Keep it up]], tunakwenda vizuri pamoja!","Warm and celebratory, like a proud teacher cheering the child on at the midpoint of a fun activity.",fix,fix,"Umefika mbali! Keep it up, unaendelea vizuri!","Umefika mbali! Keep it up, unaendelea vizuri!",approved,no,data/scaffolding/sw-en.csv
encourage-hard-item-001,sw-en,Swahili,encouragement,paragraph,child,Encourage the child before a noticeably harder item.,12,"Sasa swali ni gumu kidogo, lakini wewe unaweza. Ready?","Sasa swali ni gumu kidogo, lakini wewe unaweza. [[Ready?]]","Keep tone warm and gently rallying — like a teacher giving a quiet confidence boost before a challenge, not a dramatic announcement.",fix,fix,"Hili ni gumu kidogo, lakini unaweza. Ready?","Hili ni gumu kidogo, lakini unaweza. Ready?",approved,no,data/scaffolding/sw-en.csv
encourage-after-break-001,sw-en,Swahili,encouragement,any,child,Welcome the child back warmly after a pause in the session.,12,"Karibu tena! Welcome back, sasa tuendelee pamoja, sawa?","Karibu tena! [[Welcome back]], sasa tuendelee pamoja, sawa?","Warm and cheerful, like a friendly teacher greeting a child at the classroom door after a short break.",fix,fix,"Karibu tena! Welcome back, tuendelee tulipoishia.","Karibu tena! Welcome back, tuendelee tulipoishia.",approved,no,data/scaffolding/sw-en.csv
encourage-quiet-voice-001,sw-en,Swahili,encouragement,any,child,"Gently ask the child to try speaking a little louder, encouragingly.",12,"Vizuri! Sema tena, lakini sauti kubwa zaidi — try again!","Vizuri! Sema tena, lakini sauti kubwa zaidi — [[try again]]!","Warm and playful, never scolding — frame it as a fun retry so the child feels safe to speak up.",fix,fix,Vizuri! Sema tena kwa sauti kubwa kidogo. Try again!,Vizuri! Sema tena kwa sauti kubwa kidogo. Try again!,approved,no,data/scaffolding/sw-en.csv
encourage-distraction-001,sw-en,Swahili,encouragement,any,child,Gently bring the child's attention back without scolding.,12,"Haya rafiki, tuko pamoja hapa! Come on, tuendelee kusoma!","Haya rafiki, tuko pamoja hapa! [[Come on]], tuendelee kusoma!","Keep the tone playful and inviting, like a friendly nudge rather than a reprimand, so the child feels welcomed back rather than told off.",fix,fix,"Haya rafiki, tuangalie hapa. Come on, tuendelee kusoma!","Haya rafiki, tuangalie hapa. Come on, tuendelee kusoma!",approved,no,data/scaffolding/sw-en.csv
closing-session-complete-001,sw-en,Swahili,closing,any,child,Close out a normal session and tell the child what happens next.,14,"Hongera sana! Umefanya vizuri leo. Tutaendelea kesho, sawa?","[[Hongera]] sana! Umefanya [[vizuri]] leo. Tutaendelea kesho, sawa?",Warm and celebratory — end on a high note so the child feels proud and looks forward to the next session.,keep,keep,,"Hongera sana! Umefanya vizuri leo. Tutaendelea kesho, sawa?",approved,no,data/scaffolding/sw-en.csv
closing-session-paused-001,sw-en,Swahili,closing,any,child,Tell the child the session is being paused and can continue later.,12,"Sawa, tutasimama hapa. Tutaendelea baadaye, okay?","Sawa, tutasimama hapa. Tutaendelea baadaye, [[okay]]?",Keep the tone gentle and reassuring so the child feels no anxiety about stopping mid-session.,fix,fix,"Tutapumzika hapa. Tutaendelea baadaye, okay?","Tutapumzika hapa. Tutaendelea baadaye, okay?",approved,no,data/scaffolding/sw-en.csv
closing-session-ended-early-001,sw-en,Swahili,closing,any,child,Warmly end a session that's stopping earlier than planned.,14,"Sawa! Umefanya vizuri sana leo. Tutaendelea kesho, okay? Bye bye!","[[Okay]]! Umefanya vizuri sana leo. Tutaendelea kesho, [[okay]]? [[Bye bye]]!",Keep the tone light and upbeat so the child feels proud rather than disappointed about stopping early.,fix,fix,Umejitahidi leo! Tutaishia hapa na kuendelea wakati mwingine. Bye!,Umejitahidi leo! Tutaishia hapa na kuendelea wakati mwingine. Bye!,approved,no,data/scaffolding/sw-en.csv
closing-level-summary-001,sw-en,Swahili,closing,any,child,"Briefly tell the child what level they're working at, in simple terms.",16,"Umefanya vizuri sana! Sasa uko level ya pili. Keep it up, rafiki yangu!","Umefanya vizuri sana! Sasa uko [[level]] ya pili. [[Keep it up]], rafiki yangu!","Use warm, celebratory praise to leave the child feeling proud and motivated at the end of their session.",fix,fix,Umefanya vizuri! Sasa unafanya mazoezi ya maneno. Keep going!,Umefanya vizuri! Sasa unafanya mazoezi ya maneno. Keep going!,approved,no,data/scaffolding/sw-en.csv
closing-thank-you-001,sw-en,Swahili,closing,any,child,"Thank the child for their effort today, warmly and briefly.",10,"Asante sana kwa kazi yako nzuri leo, well done!","Asante sana kwa kazi yako nzuri leo, [[well done]]!","Use a warm, celebratory tone — like a proud teacher giving a gentle hug in words — to leave the child feeling accomplished at session end.",keep,keep,,"Asante sana kwa kazi yako nzuri leo, well done!",approved,no,data/scaffolding/sw-en.csv
closing-see-you-next-time-001,sw-en,Swahili,closing,any,child,Tell the child when or how they'll practice again.,12,"Vizuri sana! Tutaonana tena hivi karibuni, sawa? Bye bye!","[[Vizuri sana]]! Tutaonana tena hivi karibuni, sawa? [[Bye bye]]!","Warm and upbeat, like a friendly teacher wrapping up class — reassuring the child that a fun reunion is coming soon.",fix,fix,Tutaonana tena kwa mazoezi mengine. See you!,Tutaonana tena kwa mazoezi mengine. See you!,approved,no,data/scaffolding/sw-en.csv
repair-no-audio-001,sw-en,Swahili,repair,any,child,Nothing was heard. Ask the child to try again.,8,"Samahani, sikusikia. Jaribu tena, sawa?","Samahani, sikusikia. Jaribu tena, [[sawa]]?","Warm and gentle, reassuring the child there is no pressure to repeat themselves.",fix,fix,"Samahani, sikusikia. Please jaribu tena.","Samahani, sikusikia. Please jaribu tena.",approved,no,data/scaffolding/sw-en.csv
repair-too-quiet-001,sw-en,Swahili,repair,any,child,Audio was too quiet. Ask the child to speak a little louder.,8,"Sema tena, sauti kubwa zaidi kidogo!","Sema tena, sauti kubwa zaidi kidogo!","Warm and encouraging, using simple direct Swahili a young child will immediately understand, with no intimidating or exam-like tone.",keep,keep,,"Sema tena, sauti kubwa zaidi kidogo!",approved,no,data/scaffolding/sw-en.csv
repair-background-noise-001,sw-en,Swahili,repair,any,child,Too much background noise. Ask the child to move somewhere quieter or closer to the phone.,10,Kelele nyingi! Tafadhali move karibu zaidi na simu yako.,Kelele nyingi! Tafadhali [[move]] karibu zaidi na simu yako.,"Warm and gentle, using a simple action word in English that young bilingual children in this context naturally use when talking about physically relocating.",fix,fix,Kuna noise nyingi. Tafadhali sogea karibu na simu.,Kuna noise nyingi. Tafadhali sogea karibu na simu.,approved,no,data/scaffolding/sw-en.csv
repair-unclear-answer-001,sw-en,Swahili,repair,any,child,The answer was unclear. Ask the child to say it again.,8,"Samahani, sikusikia vizuri. Sema tena, sawa?","Samahani, sikusikia vizuri. Sema tena, [[sawa]]?","Warm and gentle, reassuring the child there's no mistake — Ntina simply didn't hear clearly.",fix,fix,"Samahani, sikusikia vizuri. Please sema tena.","Samahani, sikusikia vizuri. Please sema tena.",approved,no,data/scaffolding/sw-en.csv
repair-talked-over-001,sw-en,Swahili,repair,any,child,The child spoke while the agent was still talking. Ask them to wait for the agent to finish before answering.,8,"Subiri kidogo, niache nimaliza kwanza!","Subiri kidogo, niache nimaliza kwanza!","Warm and gently redirecting, like a patient teacher nudging a eager child to wait their turn.",keep,keep,,"Subiri kidogo, niache nimaliza kwanza!",approved,no,data/scaffolding/sw-en.csv
repair-confirm-low-confidence-001,sw-en,Swahili,repair,any,child,"Read a low-confidence answer back to the child to confirm it, instead of asking them to redo it.",12,"Ulisema ""ndege"" — je, hiyo ndiyo jibu lako?","Ulisema ""ndege"" — je, hiyo ndiyo jibu lako?","Gentle and curious, not corrective — invites the child to confirm without pressure.",keep,keep,,"Ulisema ""ndege"" — je, hiyo ndiyo jibu lako?",approved,no,data/scaffolding/sw-en.csv
escalate-call-facilitator-001,sw-en,Swahili,escalation,any,facilitator,Alert the facilitator that repeated repair attempts have failed and their attention is needed now.,8,"Tafadhali ingilia kati, repair attempts tatu zimeshindwa.","Tafadhali ingilia kati, [[repair attempts]] tatu zimeshindwa.","Neutral and direct, addressed to a supervising adult requiring immediate operational action.",fix,fix,Tafadhali saidia; repair attempts tatu zimeshindwa.,Tafadhali saidia; repair attempts tatu zimeshindwa.,approved,no,data/scaffolding/sw-en.csv
escalate-technical-fault-001,sw-en,Swahili,escalation,any,facilitator,"Report a technical fault to the facilitator in plain, factual terms.",12,Hitilafu ya kiufundi imetokea. Session haiwezi kuendelea sasa hivi.,Hitilafu ya kiufundi imetokea. [[Session]] haiwezi kuendelea sasa hivi.,"Neutral and factual, adult-to-adult operational tone with no affective framing.",fix,fix,Kuna hitilafu ya kiufundi. Session haiwezi kuendelea sasa.,Kuna hitilafu ya kiufundi. Session haiwezi kuendelea sasa.,approved,no,data/scaffolding/sw-en.csv
escalate-distress-handover-001,sw-en,Swahili,escalation,any,child,Gently acknowledge that the child seems upset and say help is coming right away -- never try to continue the session first.,10,"Pole sana, msaada unakuja sasa hivi, subiri kidogo.","Pole sana, msaada unakuja sasa hivi, subiri kidogo.","Soft, unhurried, and purely reassuring — no lesson language at all, just warmth directed at a distressed young child.",keep,keep,,"Pole sana, msaada unakuja sasa hivi, subiri kidogo.",approved,no,data/scaffolding/sw-en.csv
escalate-helper-coming-001,sw-en,Swahili,escalation,any,child,"Tell the child, simply and reassuringly, that a person is coming to help them now.",8,"Sawa, mtu anakuja kukusaidia sasa hivi!","Sawa, mtu anakuja kukusaidia sasa hivi!","Warm and calm reassurance, spoken gently to settle any anxiety the child may be feeling.",fix,fix,"Usijali, mtu anakuja kukusaidia sasa hivi.","Usijali, mtu anakuja kukusaidia sasa hivi.",approved,no,data/scaffolding/sw-en.csv
facilitator-confirm-level-001,sw-en,Swahili,facilitator,any,facilitator,Ask the facilitator to confirm the assigned reading level before it takes effect.,12,Tafadhali thibitisha level moja kabla haijahifadhiwa.,Tafadhali thibitisha [[level]] moja kabla haijahifadhiwa.,"Neutral and direct, addressing the facilitator in a professional peer tone with no added warmth or formality.",fix,fix,Tafadhali confirm kiwango cha kusoma kabla hakijahifadhiwa.,Tafadhali confirm kiwango cha kusoma kabla hakijahifadhiwa.,approved,no,data/scaffolding/sw-en.csv
facilitator-session-summary-001,sw-en,Swahili,facilitator,any,facilitator,Report a brief factual summary of the session's results to the facilitator.,16,"Kikao kimeisha. Mtoto alisoma maneno 18 kwa usahihi, na alikosea mara 4 kwenye level ya phonics.","Kikao kimeisha. Mtoto alisoma maneno 18 kwa usahihi, na alikosea mara 4 kwenye [[level]] ya [[phonics]].","Neutral and factual, peer-to-peer operational tone between the tutor system and the adult facilitator.",fix,fix,"Session imekamilika: maneno 18 sahihi, makosa 4 kwenye sauti za herufi.","Session imekamilika: maneno 18 sahihi, makosa 4 kwenye sauti za herufi.",approved,no,data/scaffolding/sw-en.csv
facilitator-start-next-child-001,sw-en,Swahili,facilitator,any,facilitator,Prompt the facilitator to begin the next child's session.,10,Mtoto huyu amemaliza. Unaweza kuleta mtoto wa pili sasa.,Mtoto huyu amemaliza. Unaweza kuleta mtoto wa pili sasa.,"Neutral and operational, addressing the facilitator directly with a plain factual handoff instruction.",keep,keep,,Mtoto huyu amemaliza. Unaweza kuleta mtoto wa pili sasa.,approved,no,data/scaffolding/sw-en.csv
facilitator-sync-warning-001,sw-en,Swahili,facilitator,any,facilitator,Warn the facilitator that this session's recordings have not yet synced to the server.,12,"Rekodi za kikao hiki bado hazijasync kwenye server, mtandao haupo.","Rekodi za kikao hiki bado hazija[[sync]] kwenye [[server]], mtandao haupo.","Neutral and factual, adult-to-adult operational tone with no hedging or child-directed warmth.",fix,fix,Rekodi za session hii bado hazijatumwa kwa server; hakuna mtandao.,Rekodi za session hii bado hazijatumwa kwa server; hakuna mtandao.,approved,no,data/scaffolding/sw-en.csv
instr-start-beginner-001,yo-en,Yoruba,instruction,beginner,child,Ask the child to look at the letter shown and say its sound.,12,"Wo lẹ́tà yìí, kí ni ohùn rẹ̀? Sọ fún mi!","Wo lẹ́tà yìí, kí ni ohùn rẹ̀? Sọ fún mi!","Warm and inviting, like a gentle nudge from a favourite teacher — short sentences with a playful lift at the end to encourage the child to speak up without anxiety.",reject- no code switching was inserted,fix,"Wo [[letter]] yìí, kí ni ohùn rẹ̀? Sọ fún mi!","Wo [[letter]] yìí, kí ni ohùn rẹ̀? Sọ fún mi!",approved,no,data/scaffolding/yo-en.csv
instr-start-letter-syllable-001,yo-en,Yoruba,instruction,letter_syllable,child,Ask the child to read the syllable shown aloud.,10,Ṣe àyẹwò! Jọwọ ka syllable tó wà níbẹ̀ fún mi.,Ṣe àyẹwò! Jọwọ ka [[syllable]] tó wà níbẹ̀ fún mi.,"Keep the tone bright and inviting, like a gentle nudge from a friendly teacher — not a test command.",Keep- a teacher could say this as written,keep,,Ṣe àyẹwò! Jọwọ ka syllable tó wà níbẹ̀ fún mi.,approved,no,data/scaffolding/yo-en.csv
instr-start-word-001,yo-en,Yoruba,instruction,word,child,Ask the child to read the word shown aloud.,10,"Ẹ wò ọ̀rọ̀ yìí, kí o sì ka á sókè.","Ẹ wò ọ̀rọ̀ yìí, kí o sì [[ka á sókè]].","Keep the tone gentle and inviting, like a friendly nudge from a teacher, not a command — the child should feel safe to try.",reject- wrong code-switch word,fix,"Ẹ wò ọ̀rọ̀ yìí, kí ẹ sì kàá [[loudly]].","Ẹ wò ọ̀rọ̀ yìí, kí ẹ sì kàá [[loudly]].",approved,no,data/scaffolding/yo-en.csv
instr-start-paragraph-001,yo-en,Yoruba,instruction,paragraph,child,"Ask the child to read the paragraph aloud, at their own pace.",12,"Dára, jẹ́ ká bẹ̀rẹ̀. Jọwọ, read àdoédoé yìí fún mi.","Dára, jẹ́ ká bẹ̀rẹ̀. Jọwọ, [[read]] àdoédoé yìí fún mi.","Warm and inviting, using ""jọwọ"" to keep tone gentle and non-pressuring, as if a friendly teacher is simply opening a new page together with the child.",reject- wrong code-switch word,fix,"Dára, jẹ́ ká bẹ̀rẹ̀. jọ̀wọ́ ka [[literature]] yíí fún mí","Dára, jẹ́ ká bẹ̀rẹ̀. jọ̀wọ́ ka [[literature]] yíí fún mí",approved,no,data/scaffolding/yo-en.csv
instr-start-story-001,yo-en,Yoruba,instruction,story,child,Ask the child to read the story aloud from the beginning.,12,"Jẹ́ ká bẹ̀rẹ̀! Jọ̀wọ́, ka ìtàn yìí káàárọ̀ látọ̀dọ̀ ìbẹ̀rẹ̀.","[[Jẹ́ ká bẹ̀rẹ̀!]] Jọ̀wọ́, ka ìtàn yìí káàárọ̀ látọ̀dọ̀ ìbẹ̀rẹ̀.","Warm and enthusiastic to spark excitement at the start of a new story, using a gentle invitation rather than a command.",reject- wrong code-switch word and wrong word addition,fix,"[[Let's start]] jọ̀wọ́, ka itan yíì  làtí ìbẹ́ré","[[Let's start]] jọ̀wọ́, ka itan yíì  làtí ìbẹ́ré",approved,no,data/scaffolding/yo-en.csv
instr-comprehension-001,yo-en,Yoruba,instruction,story,child,Ask a simple comprehension question about the story just read.,14,Dára! Ǹjẹ́ o lè sọ fún mi kíní ìtàn yẹn túmọ̀ sí?,[[Dára!]] Ǹjẹ́ o lè sọ fún mi kíní ìtàn yẹn túmọ̀ sí?,"Warm and inviting, using brief English praise before slipping into Yoruba to keep the child comfortable and motivated after finishing a story.",reject- wrong code-switch word,fix,Dára! Ǹjẹ́ o lè sọ fún mi kíní ìtàn yẹn mean?,Dára! Ǹjẹ́ o lè sọ fún mi kíní ìtàn yẹn mean?,approved,no,data/scaffolding/yo-en.csv
instr-retry-001,yo-en,Yoruba,instruction,any,child,Ask the child to try reading the same item one more time.,10,"Dára, jẹ́ ká gbìyànjú mọ́ lẹ́ẹ̀kan sí i, try again!","Dára, jẹ́ ká gbìyànjú mọ́ lẹ́ẹ̀kan sí i, [[try again]]!","Keep the tone upbeat and encouraging — treat the retry as a fun new chance, not a correction, so the child feels safe to attempt again.",Keep- a teacher could say this as written,keep,,"Dára, jẹ́ ká gbìyànjú mọ́ lẹ́ẹ̀kan sí i, try again!",approved,no,data/scaffolding/yo-en.csv
instr-slow-down-001,yo-en,Yoruba,instruction,any,child,Ask the child to slow down and read at a calmer pace.,10,"Dáadáa, slow down kí o sì ka fẹ́ẹ́fẹ́ẹ́ díẹ̀.","Dáadáa, [[slow down]] kí o sì ka fẹ́ẹ́fẹ́ẹ́ díẹ̀.","Warm and gently redirecting — like a patient teacher placing a calming hand on the child's shoulder, not scolding.",reject- wrong words usage ,fix,"ó dára, [[slow down]] kí o sì ka fẹ́rẹ́fẹ́ẹ́ díẹ̀.","ó dára, [[slow down]] kí o sì ka fẹ́rẹ́fẹ́ẹ́ díẹ̀.",approved,no,data/scaffolding/yo-en.csv
instr-mic-check-001,yo-en,Yoruba,instruction,any,child,Ask the child to hold the phone closer and speak clearly.,12,"Jọ̀wọ́, mú fóònù wá sún mọ́ ẹnu rẹ kí o sọ̀rọ̀ speak clearly!","Jọ̀wọ́, mú fóònù wá sún mọ́ ẹnu rẹ kí o sọ̀rọ̀ [[speak clearly]]!","Use a gentle, encouraging tone — not scolding — so the child feels safe to try again without embarrassment.",Keep- a teacher could say this as written,keep,,"Jọ̀wọ́, mú fóònù wá sún mọ́ ẹnu rẹ kí o sọ̀rọ̀ speak clearly!",approved,no,data/scaffolding/yo-en.csv
instr-ready-check-001,yo-en,Yoruba,instruction,any,child,Check that the child is ready before starting the next item.,8,Ṣé o ṣetán? Jẹ́ ká bẹ̀rẹ̀ — ready?,Ṣé o ṣetán? Jẹ́ ká bẹ̀rẹ̀ — [[ready]]?,"Bright and gently inviting — no pressure, just a friendly nudge to signal a fresh start.",reject -  deletion of a word,fix,Ṣé o ti ṣetán? Jẹ́ ká bẹ̀rẹ̀ — [[ready]]?,Ṣé o ti ṣetán? Jẹ́ ká bẹ̀rẹ̀ — [[ready]]?,approved,no,data/scaffolding/yo-en.csv
instr-free-response-001,yo-en,Yoruba,instruction,any,child,Ask the child what they think happens next in the story.,12,Ṣe o rò pé kí ni yóò ṣẹlẹ̀ tó bá tẹ̀lé? Sọ fún mi!,Ṣe o rò pé kí ni yóò ṣẹlẹ̀ tó bá tẹ̀lé? Sọ fún mi!,"Keep the tone curious and inviting, like a friend eagerly leaning in to hear the child's idea — no pressure, just excitement.",reject- no code switching was inserted,fix,Ṣe o rò pé kí ni yóò ṣẹlẹ̀ tó bá tẹ̀lé? tell me!,Ṣe o rò pé kí ni yóò ṣẹlẹ̀ tó bá tẹ̀lé? tell me!,approved,no,data/scaffolding/yo-en.csv
instr-repeat-please-response-001,yo-en,Yoruba,instruction,any,child,Repeat the instruction more slowly because the child asked.,12,"Ṣe kó o, èmi yóò sọ ó lẹ́ẹ̀kan sí i, fara balẹ̀ gbọ́.","Ṣe kó o, èmi yóò sọ ó lẹ́ẹ̀kan sí i, fara balẹ̀ gbọ́.","Speak gently and reassuringly, slowing the pace so the child feels safe and unhurried.",reject- sentence has some  wrong ideas and no code switch,fix,"listen, èmi yóò sọ ó lẹ́ẹ̀kan sí i.","listen, èmi yóò sọ ó lẹ́ẹ̀kan sí i.",approved,no,data/scaffolding/yo-en.csv
instr-facilitator-wait-001,yo-en,Yoruba,instruction,any,child,Tell the child to wait a moment while a facilitator is called.,10,"Dúró díẹ̀, jẹ́ kí n pe olùrànlọ́wọ́ wá, okay?","Dúró díẹ̀, jẹ́ kí n pe olùrànlọ́wọ́ wá, [[okay]]?",Keep the tone calm and reassuring so the child feels comfortable while briefly waiting for an adult.,Keep- a teacher could say this as written,keep,,"Dúró díẹ̀, jẹ́ kí n pe olùrànlọ́wọ́ wá, okay?",approved,no,data/scaffolding/yo-en.csv
instr-practice-drill-001,yo-en,Yoruba,instruction,word,child,Ask the child to try a short practice drill before the real item.,12,Jẹ́ ká gbìyànjú àdánwò kékeré kan. Ready? Bẹ̀rẹ̀!,Jẹ́ ká gbìyànjú àdánwò kékeré kan. [[Ready?]] Bẹ̀rẹ̀!,"Keep the tone playful and energizing, like a friendly nudge to get the child excited rather than anxious about the drill.",reject--wrong word usage,fix,Jẹ́ ká gbìyànjú ìdánwò kékeré kan. [[Ready?]] Bẹ̀rẹ̀!,Jẹ́ ká gbìyànjú ìdánwò kékeré kan. [[Ready?]] Bẹ̀rẹ̀!,approved,no,data/scaffolding/yo-en.csv
praise-first-try-beginner-001,yo-en,Yoruba,praise,beginner,child,Praise correct letter-sound on the first try.,8,"Ó yani lẹ́nu! Well done, ó tọ́ pátápátá!","Ó yani lẹ́nu! [[Well done]], ó tọ́ pátápátá!","Keep it bright and celebratory — a burst of genuine delight, as a warm teacher would cheer a beginner's very first win.",Keep- a teacher could say this as written,keep,,"Ó yani lẹ́nu! Well done, ó tọ́ pátápátá!",approved,no,data/scaffolding/yo-en.csv
praise-first-try-syllable-001,yo-en,Yoruba,praise,letter_syllable,child,Praise correct syllable read on the first try.,8,"Ó dára! O ka a dáadáa, [[well done]]!","Ó dára! O ka a dáadáa, [[well done]]!",Warm and celebratory — short burst of genuine excitement so the child feels immediately rewarded for their success.,reject - wrong tone marks,fix,"Ó dára, ó kàá dáadaa","Ó dára, ó kàá dáadaa",approved,no,data/scaffolding/yo-en.csv
praise-first-try-word-001,yo-en,Yoruba,praise,word,child,Praise correct word read on the first try.,8,"Ó dára! O ka ọ̀rọ̀ náà dáadáa, well done!","Ó dára! O ka ọ̀rọ̀ náà dáadáa, [[well done]]!","Warm and enthusiastic, like a proud teacher clapping — short burst of joy to reward immediate success.",reject- wrong tone mark,fix,"Ó dára! Ó ka ọ̀rọ̀ náà dáadáa, [[well done]]!","Ó dára! Ó ka ọ̀rọ̀ náà dáadáa, [[well done]]!",approved,no,data/scaffolding/yo-en.csv
praise-first-try-paragraph-001,yo-en,Yoruba,praise,paragraph,child,Praise fluent reading of a full paragraph.,10,"Ó dára púpọ̀! O ka gbogbo ìtàn náà dáadáa, well done!","Ó dára púpọ̀! O ka gbogbo ìtàn náà dáadáa, [[well done]]!","Warm and celebratory — use a bright, enthusiastic tone to make the child feel genuinely proud of their fluent reading.",reject- wrong tone mark,fix,"Ó dára púpọ̀! Ó ka gbogbo ìtàn náà dáadáa, [[well done]]!","Ó dára púpọ̀! Ó ka gbogbo ìtàn náà dáadáa, [[well done]]!",approved,no,data/scaffolding/yo-en.csv
praise-first-try-story-001,yo-en,Yoruba,praise,story,child,Praise finishing a story with strong fluency.,10,"Ó dára gan! O ka ìtàn náà dáadáa, well done!","Ó dára gan! O ka ìtàn náà dáadáa, [[well done]]!","Warm and celebratory — match the child's triumph with genuine enthusiasm, keeping it brief and energising.",reject- wrong tone mark,fix,"Ó dára gan! Ó  ka ìtàn náà dáadáa, [[well done]]!","Ó dára gan! Ó  ka ìtàn náà dáadáa, [[well done]]!",approved,no,data/scaffolding/yo-en.csv
praise-after-retry-word-001,yo-en,Yoruba,praise,word,child,Praise the child for succeeding after a retry.,10,"Àgbàdo! O gbìyànjú, o ṣe é! Good job!","Àgbàdo! O gbìyànjú, o ṣe é! [[Good job!]]",Warm and celebratory — mirror the excitement a kind classroom teacher shows when a child finally cracks a tricky word on a second try.,reject- wrong word addition ,fix,"O gbìyànjú, o ṣe é! [[Good job!]]","O gbìyànjú, o ṣe é! [[Good job!]]",approved,no,data/scaffolding/yo-en.csv
praise-after-retry-syllable-001,yo-en,Yoruba,praise,letter_syllable,child,Praise the child for succeeding after a retry at syllable level.,10,"Ẹ̀yẹn ni! O ti ṣe é. Well done, ọmọ mi!","Ẹ̀yẹn ni! O ti ṣe é. [[Well done]], ọmọ mi!","Warm and celebratory — brief burst of pride to reward persistence without over-explaining, pitched at a young child who just overcame a small hurdle.",reject- wrong word choice and addition ,fix,"bẹ́ẹ̀ni! O ti ṣe é. [[Well done]]!, ọmọ mi!","bẹ́ẹ̀ni! O ti ṣe é. [[Well done]]!, ọmọ mi!",approved,no,data/scaffolding/yo-en.csv
praise-comprehension-001,yo-en,Yoruba,praise,story,child,Praise a thoughtful answer to a comprehension question.,10,"Ìdáhùn rẹ dára gan-an! Well done, ọmọ mi!","Ìdáhùn rẹ dára gan-an! [[Well done]], ọmọ mi!","Warm and celebratory, using ""ọmọ mi"" (my child) to feel personal and affirming for a young learner.",Keep- a teacher could say this as written,keep,,"Ìdáhùn rẹ dára gan-an! Well done, ọmọ mi!",approved,no,data/scaffolding/yo-en.csv
praise-effort-general-001,yo-en,Yoruba,praise,any,child,Praise visible effort even when the answer wasn't fully correct.,10,"Ó dára! O gbìyànjú gan-an, mo fẹ́ràn ìyẹn!","[[Ó dára!]] O gbìyànjú gan-an, mo fẹ́ràn ìyẹn!","Warm and enthusiastic, celebrating the child's effort genuinely without drawing attention to the error, so they feel safe to keep trying.",reject- wrong code-switch word,fix,"[[That is good!]] O gbìyànjú gan-an, mo fẹ́ràn ìyẹn!","[[That is good!]] O gbìyànjú gan-an, mo fẹ́ràn ìyẹn!",approved,no,data/scaffolding/yo-en.csv
praise-improvement-001,yo-en,Yoruba,praise,any,child,Note that the child is improving compared to earlier in the session.,12,"Ó dára! O ti n ṣe better ju ìbẹ̀rẹ̀ lọ, mo fẹ́ràn rẹ̀!","Ó dára! O ti n ṣe [[better]] ju ìbẹ̀rẹ̀ lọ, mo fẹ́ràn rẹ̀!","Keep the tone bright and celebratory, like a proud teacher sharing in the child's success rather than evaluating them.",Keep- a teacher could say this as written,keep,,"Ó dára! O ti n ṣe better ju ìbẹ̀rẹ̀ lọ, mo fẹ́ràn rẹ̀!",approved,no,data/scaffolding/yo-en.csv
